Date,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-03-02 08:00:00,155.0,155.0,155.0,155.0,1000.0
2020-03-02 09:00:00,153.55,153.65,150.45,150.7,1426642.0
2020-03-02 10:00:00,150.75,151.2,148.1,148.7,984213.0
2020-03-02 11:00:00,148.7,149.5,147.4,147.9,614878.0
2020-03-02 12:00:00,147.9,148.1,145.15,145.4,742630.0
2020-03-02 13:00:00,145.35,148.1,145.35,148.1,836978.0
2020-03-02 14:00:00,148.05,148.4,146.6,148.3,908427.0
2020-03-02 15:00:00,148.35,149.65,146.8,146.85,792095.0
2020-03-02 16:00:00,146.75,148.75,146.4,148.45,978445.0
2020-03-02 17:00:00,148.45,149.8,148.05,149.15,1598526.0
